player_id,gamer_tag,state,events_played,sets_played,win_rate,weighted_win_rate,avg_seed_delta,opponent_strength,character_sets,character_win_rate,character_weighted_win_rate,character_usage_rate,upset_rate,activity_score,tournaments_played,latest_event_start,avg_event_entrants,max_event_entrants
4932878,Greenflaming0,GA,1,2,0.0,0.0,11.0,0.037698412698412696,0,,,0.0,0.0,1.2,1,1756656000,51.0,51
4343297,Reco,GA,1,2,0.0,0.0,10.0,0.03701298701298701,0,,,0.0,0.0,1.2,1,1756656000,51.0,51
1400524,Oni_Shogi,GA,2,4,0.0,0.0,-8.5,0.12268170426065163,0,,,0.0,0.0,2.4,1,1756683000,34.5,35
4292285,Crame Splendor,GA,1,2,0.0,0.0,9.0,0.038980509745127435,0,,,0.0,0.0,1.2,1,1756598400,45.0,45
346216,PacGod,GA,1,2,0.0,0.0,-13.0,0.030341880341880345,0,,,0.0,,1.2,1,1756598400,45.0,45
4914733,Halcyon,GA,1,2,0.0,0.0,-16.0,0.04976851851851852,0,,,0.0,0.0,1.2,1,1756598400,45.0,45
746367,Ursus Major,GA,1,2,0.0,0.0,-32.0,0.027252906976744186,0,,,0.0,,1.2,1,1756598400,45.0,45
4923934,Sage of Fire 313,GA,1,2,0.0,0.0,10.0,0.03787878787878788,0,,,0.0,0.0,1.2,1,1755216000,43.0,43
4890718,LittleMac9494,GA,2,4,0.0,0.0,10.0,0.03945953290635788,0,,,0.0,0.0,2.4,2,1755216000,43.5,44
135265,Ethan Winters,GA,1,2,0.0,0.0,-14.0,0.04821428571428571,0,,,0.0,0.0,1.2,1,1755216000,43.0,43
4331091,Acronix,GA,1,2,0.0,0.0,6.0,0.04423076923076923,0,,,0.0,0.0,1.2,1,1753401600,44.0,44
2975480,Lethal Febreze(DeckHead),GA,1,2,0.0,0.0,-9.0,0.04503676470588235,0,,,0.0,,1.2,1,1756663200,34.0,34
4791379,Sway,GA,1,2,0.0,0.0,8.0,0.0375,0,,,0.0,0.0,1.2,1,1752796800,44.0,44
2058018,madmix2001,GA,1,2,0.0,0.0,7.0,0.055714285714285716,0,,,0.0,0.0,1.2,1,1752796800,44.0,44
1679262,JayMelon,GA,1,2,0.0,0.0,5.0,0.04976851851851852,0,,,0.0,0.0,1.2,1,1752796800,44.0,44
3198094,FriskyWalrus,GA,1,2,0.0,0.0,-10.0,0.04390681003584229,0,,,0.0,,1.2,1,1756663200,34.0,34
4925354,NoobGamer,GA,2,4,0.0,0.0,5.0,0.1982142857142857,0,,,0.0,0.0,2.4,1,1755446400,36.0,57
4334938,sylvie,GA,1,2,0.0,0.0,5.0,0.05708245243128964,0,,,0.0,0.0,1.2,1,1755446400,57.0,57
2405108,Scuffed,GA,1,2,0.0,0.0,-2.0,0.03851540616246499,0,,,0.0,0.0,1.2,1,1755446400,57.0,57
4772117,Amyx,GA,1,2,0.0,0.0,6.0,0.04423076923076923,0,,,0.0,0.0,1.2,1,1756425600,39.0,39
1804488,Ghost,GA,1,2,0.0,0.0,5.0,0.04976851851851852,0,,,0.0,0.0,1.2,1,1756425600,39.0,39
